"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","552","Checkout fails with invalid shipping details","","2026-07-27","passed","2026-07-27","","CheckoutUIPlaywrightTests","",""
"","514","Confirmation message is displayed after a successful checkout","","2026-07-27","passed","2026-07-27","","CheckoutUIPlaywrightTests","",""
"","14","UpdateBooking_WithInvalidId_ShouldReturnMethodNotAllowed","","2026-07-27","passed","2026-07-27","","NUnit API Tests","BookingApiTests","UpdateBooking_WithInvalidId_ShouldReturnMethodNotAllowed"
"","1647","ValidCheckout_ShowsConfirmation","","2026-07-27","passed","2026-07-27","","Checkout UI Playwright Tests","CheckoutTests","ValidCheckout_ShowsConfirmation"
"","38","Get all bookings returns a non-empty list","","2026-07-27","passed","2026-07-27","","NUnitAPITests","",""
"","280","Login fails with invalid credentials","","2026-07-27","passed","2026-07-27","","LoginUIPlaywrightTests","",""
"","303","Successful login redirects to Products page","","2026-07-27","passed","2026-07-27","","LoginUIPlaywrightTests","",""
"","418","Added item appears in the cart","","2026-07-27","passed","2026-07-27","","CartUIPlaywrightTests","",""
"","531","Checkout fails with invalid shipping details","","2026-07-27","passed","2026-07-27","","CheckoutUIPlaywrightTests","",""
"","11","UpdateExistingBooking_ReturnsUpdatedBooking","","2026-07-27","passed","2026-07-27","","NUnit API Tests","BookingApiTests","UpdateExistingBooking_ReturnsUpdatedBooking"
"","16","UpdateExistingBooking_ThenRetrieveBooking_ShouldReturnSameData","","2026-07-27","passed","2026-07-27","","NUnit API Tests","BookingApiTests","UpdateExistingBooking_ThenRetrieveBooking_ShouldReturnSameData"
"","1460","CreateBooking_ShouldCreateBookingSuccessfully","","2026-07-27","passed","2026-07-27","","NUnit API Tests","BookingApiTests","CreateBooking_ShouldCreateBookingSuccessfully"
"","399","Removing an item leaves the cart empty","","2026-07-27","passed","2026-07-27","","CartUIPlaywrightTests","",""
"","42","Updated booking can be retrieved","","2026-07-27","passed","2026-07-27","","NUnitAPITests","",""
"","63","Deleted booking cannot be retrieved","","2026-07-27","passed","2026-07-27","","NUnitAPITests","",""
"","41","Partially updated booking can be retrieved","","2026-07-27","passed","2026-07-27","","NUnitAPITests","",""
"","41","Get an existing booking returns valid booking data","","2026-07-27","passed","2026-07-27","","NUnitAPITests","",""
"","30","GetAllBookings_Returns200_WithResults","","2026-07-27","passed","2026-07-27","","NUnit API Tests","BookingApiTests","GetAllBookings_Returns200_WithResults"
"","28","PartiallyUpdateBooking_WithInvalidId_ShouldReturnMethodNotAllowed","","2026-07-27","passed","2026-07-27","","NUnit API Tests","BookingApiTests","PartiallyUpdateBooking_WithInvalidId_ShouldReturnMethodNotAllowed"
"","19","PartiallyUpdateExistingBooking_ThenRetrieveBooking_ShouldReturnSameData","","2026-07-27","passed","2026-07-27","","NUnit API Tests","BookingApiTests","PartiallyUpdateExistingBooking_ThenRetrieveBooking_ShouldReturnSameData"
