"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1386","InvalidCredentials_ShowsErrorMessage","","2026-09-02","passed","2026-09-02","","LoginUIPlaywrightTests","LoginTests","InvalidCredentials_ShowsErrorMessage"
"","22","UpdateExistingBooking_ReturnsUpdatedBooking","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","UpdateExistingBooking_ReturnsUpdatedBooking"
"","1554","InvalidCredentials_ShowsErrorMessage","","2026-09-02","passed","2026-09-02","","LoginUIPlaywrightTests","LoginTests","InvalidCredentials_ShowsErrorMessage"
"","120","GetAllBookings_Returns200_WithResults","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","GetAllBookings_Returns200_WithResults"
"","1590","AddItemToCart_UpdatesCartBadge","","2026-09-02","passed","2026-09-02","","CartUIPlaywrightTests","CartTests","AddItemToCart_UpdatesCartBadge"
"","165","DeleteBooking_ShouldReturnCreatedStatusCode","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","DeleteBooking_ShouldReturnCreatedStatusCode"
"","66","Get an existing booking returns valid booking data","","2026-09-02","passed","2026-09-02","","NUnitAPITests","",""
"","1837","ValidCheckout_ShowsConfirmation","","2026-09-02","passed","2026-09-02","","CheckoutUIPlaywrightTests","CheckoutTests","ValidCheckout_ShowsConfirmation"
"","518","Checkout fails with invalid shipping details","","2026-09-02","passed","2026-09-02","","CheckoutUIPlaywrightTests","",""
"","69","Partially update a non-existing booking","","2026-09-02","passed","2026-09-02","","NUnitAPITests","",""
"","276","Login fails with invalid credentials","","2026-09-02","passed","2026-09-02","","LoginUIPlaywrightTests","",""
"","308","Successful login redirects to Products page","","2026-09-02","passed","2026-09-02","","LoginUIPlaywrightTests","",""
"","278","Login fails with invalid credentials","","2026-09-02","passed","2026-09-02","","LoginUIPlaywrightTests","",""
"","266","Login fails with invalid credentials","","2026-09-02","passed","2026-09-02","","LoginUIPlaywrightTests","",""
"","95","Delete an existing booking","","2026-09-02","passed","2026-09-02","","NUnitAPITests","",""
"","16","UpdateBooking_WithInvalidId_ShouldReturnMethodNotAllowed","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","UpdateBooking_WithInvalidId_ShouldReturnMethodNotAllowed"
"","903","CreateBooking_ShouldCreateBookingSuccessfully","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","CreateBooking_ShouldCreateBookingSuccessfully"
"","24","CreateBooking_ThenRetrieveBooking_ShouldReturnSameData","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","CreateBooking_ThenRetrieveBooking_ShouldReturnSameData"
"","567","Confirmation message is displayed after a successful checkout","","2026-09-02","passed","2026-09-02","","CheckoutUIPlaywrightTests","",""
"","29","PartiallyUpdateExistingBooking_ReturnsUpdatedBooking","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","PartiallyUpdateExistingBooking_ReturnsUpdatedBooking"
"","86","Partially update an existing booking","","2026-09-02","passed","2026-09-02","","NUnitAPITests","",""
"","30","PartiallyUpdateBooking_WithoutAuthentication_ShouldReturnForbidden","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","PartiallyUpdateBooking_WithoutAuthentication_ShouldReturnForbidden"
"","65","Update a non-existing booking","","2026-09-02","passed","2026-09-02","","NUnitAPITests","",""
"","35","PartiallyUpdateExistingBooking_ThenRetrieveBooking_ShouldReturnSameData","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","PartiallyUpdateExistingBooking_ThenRetrieveBooking_ShouldReturnSameData"
"","392","Added item appears in the cart","","2026-09-02","passed","2026-09-02","","CartUIPlaywrightTests","",""
"","34","GetBookingById_ReturnsExpectedBooking","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","GetBookingById_ReturnsExpectedBooking"
"","2241","CheckoutWithoutFirstName_ShowsError","","2026-09-02","passed","2026-09-02","","CheckoutUIPlaywrightTests","CheckoutTests","CheckoutWithoutFirstName_ShowsError"
"","26","DeleteBooking_WithoutAuthentication_ShouldReturnForbidden","","2026-09-02","passed","2026-09-02","","NUnitAPITests","BookingApiTests","DeleteBooking_WithoutAuthentication_ShouldReturnForbidden"
"","1828","InvalidCredentials_ShowsErrorMessage","","2026-09-02","passed","2026-09-02","","LoginUIPlaywrightTests","LoginTests","InvalidCredentials_ShowsErrorMessage"
"","2069","AddItemToCart_ItemAppearsInCart","","2026-09-02","passed","2026-09-02","","CartUIPlaywrightTests","CartTests","AddItemToCart_ItemAppearsInCart"
"","39","Update booking without authentication","","2026-09-02","passed","2026-09-02","","NUnitAPITests","",""
"","82","Deleted booking cannot be retrieved","","2026-09-02","passed","2026-09-02","","NUnitAPITests","",""
"","1685","RemoveItemFromCart_CartBecomesEmpty","","2026-09-02","passed","2026-09-02","","CartUIPlaywrightTests","CartTests","RemoveItemFromCart_CartBecomesEmpty"
